Title,URL,Overview,Category,Sub-Category,Course Type,Skills,Instructors,Rating,Number of viewers,Duration,Level,Softwares
Deploy Dynamics 365 Commerce environments,https://learn.microsoft.com/en-us/training/modules/deploy-commerce-environments/,"Deploying a Dynamics 365 Commerce environment is different than deploying regular Dynamics 365 environments. Deploying a Commerce Scale Unit and e-commerce, and ensuring correct post-provisioning steps in the Commerce Headquarters are typical components of a Commerce implementation.",Functional Consultant,,,,,,,1 hr 47 min,Intermediate,Dynamics 365
Continuously validate and test mission-critical workloads,https://learn.microsoft.com/en-us/training/modules/continuous-validate-test-mission-critical-workloads/,You want to be aware of potential problems and be ready to respond so that your workload stays operational even when failures occur. Learn how to set up automated tests using Azure Load Testing and Azure Chaos Studio simultaneously as part of your continuous integration/continuous deployment (CI/CD) pipelines.,Administrator,,,,,,,38 min,Advanced,Azure
Create digital exams with Dugga,https://learn.microsoft.com/en-us/training/modules/create-digital-exams-dugga/,"Create, schedule, and grade digital assessments with Dugga. Dugga creates tests, exams, assignments, lessons, homework, and other types of knowledge assessment.",K-12 Educator,,,,,,,26 min,Beginner,Microsoft Teams
Challenge project - Microsoft Copilot for Prototyping and MVP Creation,https://learn.microsoft.com/en-us/training/modules/challenge-project-generative-ai-for-prototyping-and-mvp-creation/,"In this challenge project, Microsoft Copilot guides you on how to create prototypes/ mock-ups of your solution and on implementing the project.",Developer,,,,,,,35 min,Beginner,Microsoft Copilot
Understand Microsoft 365 risk management,https://learn.microsoft.com/en-us/training/modules/audit-risk-management/,"Learn how Microsoft 365 identifies, assesses, responds to, and manages risks to protect customers and the Microsoft 365 environment.",Auditor,,,,,,,17 min,Beginner,Microsoft 365
Run Petabyte level OSS NoSQL databases with HDInsight HBase,https://learn.microsoft.com/en-us/training/modules/run-petabyte-level-oss-nosql-databases-hdinsight-hbase/,Learn how HBase provides random access and strong consistency for large amounts of unstructured and semi structured data in a schema less database organized by column families.,Data Engineer,,,,,,,30 min,Beginner,Azure
Introduction to Azure routing preference,https://learn.microsoft.com/en-us/training/modules/intro-to-azure-routing-preference/,This module explains how you can use routing preference in Azure to control traffic to the public internet. You'll also learn how to decide which routing preference option is appropriate for your application or service.,Network Engineer,,,,,,,14 min,Beginner,Azure
Explore Azure for SAP databases,https://learn.microsoft.com/en-us/training/modules/explore-azure-databases/,This module explores SAP on Azure database support and best practices for Azure for SAP workloads.,Administrator,,,,,,,4 hr 20 min,Intermediate,Azure
Guided project - Accelerate app development using GitHub Copilot tools,https://learn.microsoft.com/en-us/training/modules/guided-project-accelerate-app-development-using-github-copilot-tools/,"This Module explores using GitHub Copilot to accelerate development of an end-to-end project. GitHub Copilot is used to explain unfamiliar code, generate project documentation, develop a new app feature, develop unit tests, and implement improvements. ",Developer,,,,,,,1 hr 30 min,Intermediate,GitHub
Set up Trade in Microsoft Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/trade-set-up-dynamics-365-business-central/,"Do you plan on using Trade in Business Central? If so, this module explains how you can set up the Trade application area in Business Central and how to create locations.",Functional Consultant,,,,,,,49 min,Intermediate,Dynamics 365
Monitor and troubleshoot your end-to-end Azure network infrastructure by using network monitoring tools,https://learn.microsoft.com/en-us/training/modules/troubleshoot-azure-network-infrastructure/,"Use Azure Network Watcher tools, diagnostics, and logs to help find and fix networking issues in your Azure infrastructure.",Solution Architect,,,,,,,1 hr 2 min,Beginner,Azure
Visualize data combined from multiple data sources by using Azure Workbooks,https://learn.microsoft.com/en-us/training/modules/visualize-data-workbooks/,"Query data from multiple data sources and use visualizations such as graphs, charts, and grids to build visual reports for data analysis and reporting using Azure Workbooks.",Network Engineer,,,,,,,30 min,Beginner,Azure
Manage machine learning in production with Azure Databricks,https://learn.microsoft.com/en-us/training/modules/machine-learning-production-azure-databricks/,"Machine learning enables data-driven decision-making and automation, but deploying models into production for real-time insights is challenging. Azure Databricks simplifies this process by providing a unified platform for building, training, and deploying machine learning models at scale, fostering collaboration between data scientists and engineers.",Data Scientist,,,,,,,1 hr 2 min,Intermediate,Azure
Write your first C# code,https://learn.microsoft.com/en-us/training/modules/csharp-write-first/,Get started by writing code examples to learn the basics of the C# syntax.,Developer,,,,,,,27 min,Beginner,.NET
Apply sensitivity labels for data protection,https://learn.microsoft.com/en-us/training/modules/apply-manage-sensitivity-labels/,Learn about how sensitivity labels are used to classify and protect business data while making sure that user productivity and their ability to collaborate aren't hindered.,Information Protection and Compliance Administrator,,,,,,,1 hr,Intermediate,Microsoft Purview
Embark on your AI journey with free AI tools from Microsoft (3-hour),https://learn.microsoft.com/en-us/training/courses/embark-ai-journey-free-ai-tools-microsoft-education-3hr/,,K-12 Educator,,,,,,,3 Hours,Beginner,Microsoft Teams
"Interact, share, and collaborate Power BI dashboards – Online workshop",https://learn.microsoft.com/en-us/training/modules/interact-share-power-bi/,"Explore how to share Power BI dashboards, collaborate with other users, and access a dashboard on a mobile device.",Business User,,,,,,,1 hr 22 min,Beginner,Microsoft Power Platform
Implement app registration,https://learn.microsoft.com/en-us/training/modules/implement-app-registration/,Line of business developed in-house need registration in Microsoft Entra ID and assigned to users for a secure Azure solution. Explore how to implement app registration.,Administrator,,,,,,,57 min,Advanced,Azure
Convert prospects in Dynamics 365 Sales to customers in Dynamics 365 Supply Chain Management,https://learn.microsoft.com/en-us/training/modules/convert-prospects-sales-customers/,"An important goal of most businesses is to convert prospects to customers and then maintain an ongoing business relationship with those customers. Integration of prospect-to-cash with dual-write creates a workflow that takes a quotation and an order that originate in either Dynamics 365 Sales or Dynamics 365 Supply Chain Management, and makes the quotation and order available in both apps.",Functional Consultant,,,,,,,1 hr 8 min,Intermediate,Dynamics 365
Customize Microsoft Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/customize-dynamics-365-business-central/,Business Central is a modern business platform that you can extend and customize to fit your specific needs with little to no code development. This module will show you some of the available possibilities to tailor your solution for your customer's needs.,Functional Consultant,,,,,,,32 min,Beginner,Dynamics 365
Access a user's calendar events in an ASP.NET Core app with Microsoft Graph,https://learn.microsoft.com/en-us/training/modules/msgraph-dotnet-core-access-user-events/,"Microsoft Graph provides access to data stored across Microsoft 365 services. In this module, you'll learn how to access Microsoft 365 data to show a user's default calendar in an ASP.NET Core application by using Microsoft Graph APIs and SDKs. To make sure that the web app only shows what's immediately relevant to the user, you'll access and display instances of events for a given period.",Developer,,,,,,,30 min,Intermediate,Microsoft 365
"Understand data roles, services, and products",https://learn.microsoft.com/en-us/training/modules/understand-data-roles-services-products/,"Data is so widespread that many services and roles are needed to manage the data of an organization. This module covers types of data products, Azure data services, and the roles of data professionals.",Business Analyst,,,,,,,21 min,Beginner,Azure
Build flexible Bicep templates by using conditions and loops,https://learn.microsoft.com/en-us/training/modules/build-flexible-bicep-templates-conditions-loops/,"In this module, you'll deploy resources only when specific constraints are in place and use loops to deploy multiple resources that have similar properties.",DevOps Engineer,,,,,,,41 min,Intermediate,Azure
